Mfg,Ball,PraticeDtTm,Carry,Total Distance,Ball Speed,Back Spin,Side Spin,HLA,VLA,Decent,Distance To Pin,Peak Height,Offline,Raw SpinAxis,Raw Carry Game,Raw Carry LM,Club,Club Speed,Path,AoA,Face To Target,Face To Path,Lie,Loft,Dynamic Loft,CR,HI,VI,Smash Factor
One Iron,Callaway SuperSoft,1/28/23 14:11,119.9,130.3,92,6997.9,-41.6,-4.2,24,46.3,11.23 yds,24.7,-9.1,-0.3,119.8,0,I7,76.8,-3.8,0,-4.6,0.7,0,0,0,0,0,0,0
One Iron,Callaway SuperSoft,1/28/23 14:11,122.6,131.1,92.9,6198.8,852.3,-0.3,23.9,45.8,24.69 ft,24.7,6.2,7.9,122.5,0,I7,79,-8.2,0,0.9,-9.1,0,0,0,0,0,0,0
One Iron,Callaway SuperSoft,1/28/23 14:11,56.4,72.8,62.1,4436.4,-926,-10.1,17.2,22.1,65.94 yds,5.3,-11.7,-12,56.2,0,I7,77,-1.3,0,-12.1,10.8,0,0,0,0,0,0,0
One Iron,Callaway SuperSoft,1/28/23 14:11,92,103.5,75.9,6211.4,-243.8,-4.8,25.8,41.2,33.66 yds,17,-8.7,-2.2,91.9,0,I7,77.9,-2.5,0,-5.4,2.9,0,0,0,0,0,0,0
One Iron,Callaway SuperSoft,1/28/23 14:11,79,87,68.8,6552.3,768.6,4.5,32.1,46.5,49.74 yds,18.1,8.8,6.7,78.9,0,I7,69.7,-3.6,0,6,-9.6,0,0,0,0,0,0,0
One Iron,Callaway SuperSoft,1/28/23 14:11,110.2,124.1,85.2,4901.5,738.8,1.1,22.9,39.8,14.72 yds,18.7,7.7,8.7,110,0,I7,73.3,-6.2,0,2.3,-8.6,0,0,0,0,0,0,0
One Iron,Callaway SuperSoft,1/28/23 14:11,84.2,106.8,89.5,2791.1,1348.5,6.2,9.2,13.8,38.7 yds,4.4,16.7,28.9,83.7,0,I7,79.9,-6.2,0,8.4,-14.6,0,0,0,0,0,0,0
One Iron,Callaway SuperSoft,1/28/23 14:11,126.3,134.4,95.8,7020.2,62.3,-6.2,23.6,47.1,13.98 yds,26.5,-13.1,0.5,126.2,0,I7,78.2,-6.7,0,-6.5,-0.3,0,0,0,0,0,0,0
One Iron,Callaway SuperSoft,1/28/23 14:11,118.7,128.7,90,5576.4,214,-1.6,23.2,42.9,19.94 ft,22.1,-1.7,2.2,118.6,0,I7,75.7,-3.7,0,-1.4,-2.3,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,45.5,56.8,51.7,4828.7,-364.3,-4.3,23.9,28.6,93.99 yds,6,-3.9,-4.3,45.3,0,I7,51.9,0.8,0,-5.4,6.2,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,76.2,86.1,68.6,7214,-267.2,-1.4,22.5,35,49.19 yds,11.2,-2.6,-2.1,76,0,I7,70.6,1.4,0,-1.9,3.3,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,111,122,85.2,4878.5,747,0.4,27,45.4,15.56 yds,23,6.7,8.8,110.9,0,I7,70.9,-7.3,0,1.6,-8.9,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,93,101.4,76.8,7414.3,1021.9,4.4,27.5,44.2,36.84 yds,19.2,11.4,7.9,92.8,0,I7,72.2,-5.9,0,6.3,-12.2,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,122.9,130.3,93.3,6487,49.1,-2.8,25,47,23.44 ft,26.5,-5.7,0.4,122.8,0,I7,73.4,-3.3,0,-2.9,-0.4,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,88.8,98.9,78.7,4591.7,1972.4,12.3,17.8,28.8,53.06 yds,10,28.4,25.4,88.6,0,I7,75.6,-6.8,0,15,-21.8,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,84.3,96.4,72.2,5982.7,-159.6,-4.5,24.4,37.4,39.98 yds,14,-7.3,-1.5,84.3,0,I7,74.2,-2.9,0,-5,2.1,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,135.6,143.8,100.4,6105.8,353.6,-1.7,25,49.5,26 ft,31.1,-0.4,3.3,135.6,0,I7,74.8,-5.1,0,-1.2,-3.9,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,97.2,119.9,100.4,2762.6,946,1.7,6.3,11.1,21.15 yds,3.8,9.8,20,96.6,0,I7,76.5,-7.4,0,3.2,-10.5,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,119.9,130.3,92,6997.9,-41.6,-4.2,24,46.3,11.23 yds,24.7,-9.1,-0.3,119.8,0,I7,76.8,-3.8,0,-4.6,0.7,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,122.6,131.1,92.9,6198.8,852.3,-0.3,23.9,45.8,24.69 ft,24.7,6.2,7.9,122.5,0,I7,79,-8.2,0,0.9,-9.1,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,56.4,72.8,62.1,4436.4,-926,-10.1,17.2,22.1,65.94 yds,5.3,-11.7,-12,56.2,0,I7,77,-1.3,0,-12.1,10.8,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,92,103.5,75.9,6211.4,-243.8,-4.8,25.8,41.2,33.66 yds,17,-8.7,-2.2,91.9,0,I7,77.9,-2.5,0,-5.4,2.9,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,79,87,68.8,6552.3,768.6,4.5,32.1,46.5,49.74 yds,18.1,8.8,6.7,78.9,0,I7,69.7,-3.6,0,6,-9.6,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,110.2,124.1,85.2,4901.5,738.8,1.1,22.9,39.8,14.72 yds,18.7,7.7,8.7,110,0,I7,73.3,-6.2,0,2.3,-8.6,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,84.2,106.8,89.5,2791.1,1348.5,6.2,9.2,13.8,38.7 yds,4.4,16.7,28.9,83.7,0,I7,79.9,-6.2,0,8.4,-14.6,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,126.3,134.4,95.8,7020.2,62.3,-6.2,23.6,47.1,13.98 yds,26.5,-13.1,0.5,126.2,0,I7,78.2,-6.7,0,-6.5,-0.3,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,118.7,128.7,90,5576.4,214,-1.6,23.2,42.9,19.94 ft,22.1,-1.7,2.2,118.6,0,I7,75.7,-3.7,0,-1.4,-2.3,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,122.2,135.6,92,5625.9,-406.4,-6.1,22.1,43.1,18.49 yds,21.9,-16.3,-4.1,122.1,0,I7,76.2,-2.2,0,-7.1,4.9,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,90,103.7,76,5164.6,1448.9,9.7,22.3,35.4,43.68 yds,13.4,22,16.3,89.9,0,I7,76.1,-4.2,0,12.4,-16.7,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,93.6,103.1,77.5,7479.9,-345.8,-5,23,38.9,34.31 yds,15.7,-9.6,-2.6,93.5,0,I7,75.2,-1.7,0,-5.9,4.2,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,128.3,136.5,96,6276.1,533.5,-0.9,22.6,45.5,9.71 ft,25.2,2.5,4.9,128.1,0,I7,76.2,-6,0,-0.2,-5.8,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,126.1,133.4,95.8,7103.3,-36,-2.9,24.1,47.3,22.22 ft,27.2,-6.7,-0.3,126,0,I7,78,-2.6,0,-3.2,0.6,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,107.7,113.9,85.9,8375.8,-487.5,-3.6,25.7,47.2,23.91 yds,23.2,-9.3,-3.3,107.6,0,I7,73.3,1.2,0,-4.6,5.8,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,87.3,99.2,74,5391.6,-303.5,-5.2,22.9,36.1,38.06 yds,13.4,-9.2,-3.2,87,0,I7,76.8,-2.3,0,-5.9,3.7,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,99.3,105.9,80.7,6333.5,2170.5,13.4,25.3,42.3,51.31 yds,18.5,33.8,20,99.2,0,I7,77.6,-7.1,0,15,-22.1,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,97.4,119.3,95.3,3571.4,1401.7,5.1,8.1,15.6,30.02 yds,5.1,17.8,23.1,97.2,0,I7,78.6,-7.9,0,7.5,-15.4,0,0,0,0,0,0,0
One Iron,Vice Tour,1/28/23 14:17,121.6,130.6,92,5676.7,688.9,-1.1,27.1,48.6,18.65 ft,27.8,3.5,7,121.5,0,I7,77.8,-7.6,0,-0.2,-7.4,0,0,0,0,0,0,0
One Iron,Vice Pro,1/28/23 14:22,102.7,116.7,82,5028,29.4,-6.3,21.4,37.1,22.92 yds,15.7,-11.1,0.3,102.6,0,I7,77.7,-6.6,0,-6.7,0.1,0,0,0,0,0,0,0
One Iron,Vice Pro,1/28/23 14:22,93.6,106.6,77.2,5600.6,1131.7,4.7,24,39.1,33.66 yds,15.7,13.2,11.7,93.5,0,I7,77.7,-6,0,6.6,-12.6,0,0,0,0,0,0,0
One Iron,Vice Pro,1/28/23 14:22,127.2,137.7,93.9,5087.1,364.4,-2.4,23.3,44.5,8.88 ft,24.3,-1.7,4.1,127.1,0,I7,75.8,-5.9,0,-2,-3.9,0,0,0,0,0,0,0
One Iron,Vice Pro,1/28/23 14:22,68.7,91.7,95.3,2886,1199.5,5.4,4.4,6.5,47.54 yds,1.7,10.6,24.6,67.6,0,I7,76,-6.1,0,7.5,-13.6,0,0,0,0,0,0,0
One Iron,Vice Pro,1/28/23 14:22,81.8,91.7,70.2,6401.5,-52.2,-3.1,29.5,43.8,43.93 yds,17,-4.6,-0.5,81.6,0,I7,75.4,-2.6,0,-3.4,0.8,0,0,0,0,0,0,0
One Iron,Vice Pro,1/28/23 14:22,98.7,112.6,82.1,5727,148.5,8.8,17.6,32.9,30.13 yds,12.3,15.8,1.5,98.5,0,I7,78.6,7.4,0,9.6,-2.2,0,0,0,0,0,0,0
One Iron,Vice Pro,1/28/23 14:22,126.5,134.8,95.3,6482.2,102.5,-3.4,23.9,47.1,21.51 ft,26.4,-6.7,0.9,126.4,0,I7,75.8,-4.4,0,-3.5,-0.9,0,0,0,0,0,0,0
One Iron,Vice Pro,1/28/23 14:22,135.4,142.1,101.8,7065.4,350.1,-2.9,24.8,50.4,23.52 ft,32,-3.7,2.8,135.3,0,I7,80.5,-6.1,0,-2.6,-3.5,0,0,0,0,0,0,0
One Iron,Srixon Softfeel,1/28/23 14:28,129.3,137.3,96.9,6423.2,51.8,-4,23.8,47.5,27.88 ft,27.4,-8.6,0.5,129.2,0,I7,76,-4.5,0,-4.2,-0.3,0,0,0,0,0,0,0
One Iron,Srixon Softfeel,1/28/23 14:28,123.6,129.3,95.3,8132.2,140,-5.7,23.8,47.8,13.46 yds,26.7,-11.4,1,123.6,0,I7,83.2,-6.9,0,-5.9,-1,0,0,0,0,0,0,0
One Iron,Srixon Softfeel,1/28/23 14:28,124.8,131.6,95,7056.1,320.5,-3.3,23.7,46.5,18.29 ft,26.2,-4.7,2.6,124.7,0,I7,77.9,-6.3,0,-3,-3.3,0,0,0,0,0,0,0
One Iron,Srixon Softfeel,1/28/23 14:28,121.8,133.1,89.6,3900.5,217.6,-2.9,24.4,42.1,13.78 ft,22.6,-3.9,3.2,121.7,0,I7,78,-5,0,-2.8,-2.2,0,0,0,0,0,0,0
One Iron,Srixon Softfeel,1/28/23 14:28,122,133.6,90,4199.5,142.4,-3.7,24.5,43.3,21.22 ft,23.1,-6.4,1.9,121.8,0,I7,78.4,-5,0,-3.7,-1.3,0,0,0,0,0,0,0
One Iron,Srixon Softfeel,1/28/23 14:28,125.3,131,96.8,8004.3,154.1,-3.2,26,50.6,22.66 ft,30.4,-6,1.1,125.2,0,I7,80.5,-4.6,0,-3.2,-1.4,0,0,0,0,0,0,0
One Iron,Spectra Pink,1/28/23 14:33,122.9,129.4,93.9,6720.5,642.8,0,26.2,49.2,24.05 ft,28.4,5,5.5,122.9,0,I7,77.4,-6.1,0,0.9,-7,0,0,0,0,0,0,0
One Iron,Spectra Pink,1/28/23 14:33,84.9,93.2,72.3,7463.4,-809.8,-11.3,26.5,42.2,49.38 yds,16,-19.3,-6.2,84.7,0,I7,77.7,-3.7,0,-13.2,9.5,0,0,0,0,0,0,0
One Iron,Spectra Pink,1/28/23 14:33,95.8,107.1,86.6,3536.5,1768.3,10.6,13.8,22.8,47.51 yds,8.2,28.9,30,95.6,0,I7,75.3,-11.4,0,14.6,-26,0,0,0,0,0,0,0
One Iron,Spectra Pink,1/28/23 14:33,94.6,101.8,79.1,5474.4,2154.8,14,21.9,35.9,54.45 yds,14.2,33.4,23.2,94.5,0,I7,77.7,-6.3,0,15,-21.3,0,0,0,0,0,0,0
One Iron,Spectra Pink,1/28/23 14:33,119.4,124.7,94.2,7839.2,786,-0.5,29.1,52.3,11.5 yds,32.1,4.3,5.8,119.3,0,I7,76,-8.1,0,0.6,-8.7,0,0,0,0,0,0,0
One Iron,Kirkland,1/28/23 14:50,114.2,127.1,87.1,5152.7,215,-3.8,25.1,44.2,10.42 yds,22.4,-5.9,2.4,114.2,0,I7,76.5,-5.9,0,-3.8,-2.1,0,0,0,0,0,0,0
One Iron,Kirkland,1/28/23 14:50,126.7,133.4,96.7,7628.2,398.5,-2.5,23.7,48.1,9.76 ft,27.4,-2.7,3,126.6,0,I7,80.6,-6.2,0,-2.2,-4,0,0,0,0,0,0,0
One Iron,Kirkland,1/28/23 14:50,113.4,124.7,87.3,5851.5,71.6,-3.4,24.6,44.4,12.65 yds,22.2,-6.3,0.7,113.4,0,I7,76.2,-4.1,0,-3.6,-0.6,0,0,0,0,0,0,0
One Iron,Kirkland,1/28/23 14:50,82.8,104.9,86.7,2959.8,1451.1,9.2,10.1,15.9,44.72 yds,4.8,20.9,29.4,82.3,0,I7,79.5,-4.1,0,11.9,-16,0,0,0,0,0,0,0
One Iron,Kirkland,1/28/23 14:50,57.6,67.8,56.3,5246.8,604.9,-6.5,34.4,43.4,67.88 yds,12.7,-5.2,6.6,57.6,0,I7,78.3,-12.1,0,-6.1,-6.1,0,0,0,0,0,0,0
One Iron,Kirkland,1/28/23 14:50,40.9,57,57.4,5965.6,-434.9,-23.8,12.6,15.8,86.6 yds,2.7,-16.6,-4.2,40.4,0,I7,83.9,-15,0,-15,0,0,0,0,0,0,0,0
One Iron,Kirkland,1/28/23 14:50,122.1,131,92.4,6209.4,-53.3,-4,23.6,44.7,10.54 yds,24.2,-8.9,-0.5,121.9,0,I7,80.3,-3.5,0,-4.3,0.8,0,0,0,0,0,0,0
One Iron,Kirkland,1/28/23 14:50,90,98.3,75,7110.6,373.7,-0.9,28.5,45.1,36.89 yds,19,0.1,3,89.9,0,I7,80.9,-4.3,0,-0.5,-3.8,0,0,0,0,0,0,0
One Iron,Kirkland,1/28/23 14:50,88.3,111.7,92.7,2121.5,974.1,4.4,9.1,13,31.74 yds,4.5,13.8,27.3,87.7,0,I7,79.1,-4.6,0,6,-10.7,0,0,0,0,0,0,0
One Iron,Kirkland,1/28/23 14:50,116.5,129.2,89.2,5965.4,667.3,0.9,25,45.1,10.21 yds,23.6,6.9,6.4,116.4,0,I7,77.7,-5.3,0,2,-7.3,0,0,0,0,0,0,0
One Iron,Kirkland,1/28/23 14:50,104.8,116.5,83.1,6254,-158.9,-2.6,23.6,41.3,19.88 yds,18.8,-5.6,-1.5,104.7,0,I7,78.6,-1.1,0,-3,1.9,0,0,0,0,0,0,0
One Iron,Kirkland,1/28/23 14:50,106.3,117.8,83.7,6087.4,502.1,0.7,24.4,42.4,18.24 yds,19.9,4.3,4.7,106.2,0,I7,81.5,-3.8,0,1.4,-5.2,0,0,0,0,0,0,0
One Iron,Kirkland,1/28/23 14:50,121.7,128.8,93.4,6880.8,768,-0.8,26.1,48.6,23.71 ft,27.8,4.1,6.4,121.6,0,I7,82.4,-7.6,0,0.2,-7.8,0,0,0,0,0,0,0
One Iron,Kirkland,1/28/23 14:50,113,123.4,87.4,5927.5,1077.6,2.3,25.9,46,18.64 yds,23.4,12.1,10.5,112.8,0,I7,81.2,-7.4,0,3.9,-11.3,0,0,0,0,0,0,0
One Iron,Bridgestone Lady,1/28/23 14:59,112.7,119.3,89.4,7921.6,1071.7,3.8,28.2,49.8,22.51 yds,27.8,13.9,7.8,112.7,0,I7,80.9,-5.8,0,5.6,-11.4,0,0,0,0,0,0,0
One Iron,Bridgestone Lady,1/28/23 14:59,104.5,114.7,82.5,5746.2,615.7,-1.8,26.4,44.5,20.49 yds,21,0.6,6.2,104.4,0,I7,75.6,-7.7,0,-1,-6.7,0,0,0,0,0,0,0
One Iron,Bridgestone Lady,1/28/23 14:59,122.7,128.8,96.6,8370.8,869.4,3.6,28.1,52.4,16.17 yds,32.8,13.6,6,122.7,0,I7,80.5,-4.3,0,5,-9.3,0,0,0,0,0,0,0
One Iron,Bridgestone Lady,1/28/23 14:59,110.1,116.6,87.1,8096.2,-1101.2,-6.9,24.5,45.4,29.05 yds,22.4,-19.2,-7.8,110,0,I7,75.5,3.7,0,-9,12.7,0,0,0,0,0,0,0
One Iron,Bridgestone Lady,1/28/23 14:59,113.8,119.3,90,8471.1,31.4,-2.2,26.3,49.1,16.58 yds,26.3,-4.2,0.2,113.8,0,I7,75.3,-2.5,0,-2.3,-0.2,0,0,0,0,0,0,0
One Iron,Bridgestone Lady,1/28/23 14:59,104.1,112.6,83,7010.2,521.6,-2.5,24.7,43.1,22.61 yds,20.1,-1.7,4.3,104,0,I7,80.4,-7.2,0,-1.9,-5.3,0,0,0,0,0,0,0
One Iron,Bridgestone Lady,1/28/23 14:59,137,143.4,103,6870.3,377.7,-2.5,25.9,51.3,25.7 ft,34.3,-2.3,3.2,137,0,I7,80,-5.9,0,-2.1,-3.8,0,0,0,0,0,0,0
One Iron,Bridgestone Lady,1/28/23 14:59,106.5,111.3,85.8,9256.8,168.9,-3.4,26,47.6,24.7 yds,23.6,-5.5,1,106.3,0,I7,79,-5,0,-3.4,-1.6,0,0,0,0,0,0,0
One Iron,Bridgestone Lady,1/28/23 14:59,125.6,129.4,98.6,8267.8,1036.6,1.4,28.1,52.8,12.78 yds,34,10.7,7.2,125.5,0,I7,81.4,-7.9,0,3,-10.8,0,0,0,0,0,0,0
One Iron,Bridgestone Lady,1/28/23 14:59,68.9,81.6,65.8,5323.8,26.9,-6.8,20.7,30.5,54.95 yds,8.6,-8.1,0.3,68.6,0,I7,72.1,-7.1,0,-7.2,0.1,0,0,0,0,0,0,0
One Iron,Bridgestone Lady,1/28/23 14:59,111.4,123.7,86.3,5925,512.2,-0.7,24.8,43.8,11.76 yds,21.7,2.1,5,111.3,0,I7,77.9,-5.5,0,0,-5.5,0,0,0,0,0,0,0
One Iron,Bridgestone Lady,1/28/23 14:59,119.6,129.3,91.9,6073.1,1227.7,2.1,28.7,50.4,17.29 yds,29.4,14.1,11.7,119.5,0,I7,85.3,-8.4,0,3.8,-12.3,0,0,0,0,0,0,0
One Iron,Bridgestone Lady,1/28/23 14:59,101.7,114,81,5636.7,170.3,-6.4,24.9,42.3,24.63 yds,18.7,-10.4,1.7,101.6,0,I7,79.6,-8,0,-6.6,-1.4,0,0,0,0,0,0,0
One Iron,Bridgestone Lady,1/28/23 14:59,121,126.1,94.7,8216.6,282.2,-3.4,27,50.8,10.67 yds,30.1,-5.3,2,120.8,0,I7,79.1,-6,0,-3.2,-2.8,0,0,0,0,0,0,0
PGX One Length,Maxifli SoftFli,1/28/23 16:42,145.2,152.6,106,6147.1,281.1,-3.5,23.8,49.6,18.31 yds,33.2,-5.7,2.6,145.1,0,I7,78.5,-6.1,0,-3.3,-2.8,0,0,0,0,0,0,0
PGX One Length,Maxifli SoftFli,1/28/23 16:42,136.2,144.7,101,6504.4,276.9,-4.3,22.9,47.3,12.25 yds,28.8,-7.6,2.4,136.1,0,I7,78.4,-6.9,0,-4.2,-2.7,0,0,0,0,0,0,0
PGX One Length,Maxifli SoftFli,1/28/23 16:42,118.2,131.4,90,5541,-391.5,-9.7,21.5,41.4,26.45 yds,20.1,-22.8,-4.1,118.2,0,I7,77.5,-6,0,-10.8,4.9,0,0,0,0,0,0,0
PGX One Length,Maxifli SoftFli,1/28/23 16:42,48.7,69.3,63.7,2348,-128.8,-10.3,12.7,15,68.31 yds,3.1,-8.9,-3.1,48.3,0,I7,79.1,-9.1,0,-11.1,2,0,0,0,0,0,0,0
PGX One Length,Maxifli SoftFli,1/28/23 16:42,122.9,129.2,95.4,7653.2,934.3,1.4,27.2,50.5,12.27 yds,30.6,9.7,7,122.9,0,I7,76.8,-7.5,0,2.8,-10.3,0,0,0,0,0,0,0
PGX One Length,Maxifli SoftFli,1/28/23 16:42,119.6,128.6,91.9,6875,1012.4,0.8,24.3,46.5,12.11 yds,24.7,8.8,8.5,119.5,0,I7,76.3,-8.9,0,2.3,-11.2,0,0,0,0,0,0,0
PGX One Length,Maxifli SoftFli,1/28/23 16:42,139.5,146.8,103.3,6530.7,644.8,-0.3,24.1,49.7,13.13 yds,31.9,5.7,5.7,139.4,0,I7,78.4,-6.3,0,0.6,-6.9,0,0,0,0,0,0,0
PGX One Length,Maxifli SoftFli,1/28/23 16:42,139.3,147,103.3,6591.7,874.8,-0.3,23.9,49,14.46 yds,31.6,7.9,7.6,139.2,0,I7,78.7,-8.4,0,0.9,-9.3,0,0,0,0,0,0,0
PGX One Length,Maxifli SoftFli,1/28/23 16:42,107.6,122,85.2,4857,1209.6,4.2,20.1,35.8,24.45 yds,15.5,16.3,14.4,107.4,0,I7,78.2,-7.1,0,6.2,-13.3,0,0,0,0,0,0,0
PGX One Length,Maxifli SoftFli,1/28/23 16:42,92.5,107.9,78.6,4478.3,-425.3,-10.6,18.3,30.2,37.5 yds,11.1,-19.3,-5.4,92.2,0,I7,77.8,-6.6,0,-11.9,5.3,0,0,0,0,0,0,0
PGX One Length,Maxifli SoftFli,1/28/23 16:42,144.9,153,106,6102.6,-7.1,-6.5,24.6,50.6,24.16 yds,34.5,-16.4,-0.1,144.9,0,I7,78.2,-6.4,0,-6.9,0.5,0,0,0,0,0,0,0
PGX One Length,Callaway SuperSoft,1/28/23 19:31,104.5,118,82.1,5131.7,-77.1,-5.6,24.6,41.5,21.58 yds,19,-10.7,-0.9,104.4,0,I7,72.8,-4.8,0,-6.1,1.3,0,0,0,0,0,0,0
PGX One Length,Callaway SuperSoft,1/28/23 19:31,118.5,127.7,91.7,7015.2,1038.7,0,26.2,48.2,11.28 yds,26.8,7.2,8.5,118.4,0,I7,73,-10.4,0,1.5,-12,0,0,0,0,0,0,0
PGX One Length,Callaway SuperSoft,1/28/23 19:31,93.5,107,78.1,5295,-516.2,-9.9,20.4,33.6,37.36 yds,13,-18.6,-5.6,93.2,0,I7,73.5,-4.8,0,-11.3,6.6,0,0,0,0,0,0,0
PGX One Length,Callaway SuperSoft,1/28/23 19:31,124.3,133.3,93.7,6108.8,658,-0.2,24.5,46.6,18.3 ft,25.9,5.1,6.2,124.2,0,I7,74.4,-6.6,0,0.8,-7.4,0,0,0,0,0,0,0
PGX One Length,Callaway SuperSoft,1/28/23 19:31,83,106.4,93.7,1814.4,317.8,-4.4,7.3,10.5,29.28 yds,3.3,-4.2,10.1,82.2,0,I7,78.2,-7.4,0,-4.3,-3.1,0,0,0,0,0,0,0
PGX One Length,Callaway SuperSoft,1/28/23 19:31,84.4,88.2,73.8,9643.2,-757.7,-13.9,32.9,51.1,55.45 yds,22.2,-22.5,-4.5,84.3,0,I7,76,-6.6,0,-15,8.4,0,0,0,0,0,0,0
PGX One Length,Callaway SuperSoft,1/28/23 19:31,123.2,129.2,94,6893.1,250.6,-6.6,25,48,14.3 yds,27.1,-12.2,2.1,123.1,0,I7,75.6,-9,0,-6.6,-2.4,0,0,0,0,0,0,0
PGX One Length,Callaway SuperSoft,1/28/23 19:31,131.8,139.5,98.6,6697.2,39.2,-7.7,23.3,47.1,18.55 yds,27.9,-17.3,0.3,131.7,0,I7,77.9,-8.1,0,-8.1,0.1,0,0,0,0,0,0,0
PGX One Length,Wilson Duo Soft,1/28/23 19:37,104.5,118,82.1,5131.7,-77.1,-5.6,24.6,41.5,21.58 yds,19,-10.7,-0.9,104.4,0,I7,72.8,-4.8,0,-6.1,1.3,0,0,0,0,0,0,0
PGX One Length,Wilson Duo Soft,1/28/23 19:37,118.5,127.7,91.7,7015.2,1038.7,0,26.2,48.2,11.28 yds,26.8,7.2,8.5,118.4,0,I7,73,-10.4,0,1.5,-12,0,0,0,0,0,0,0
PGX One Length,Wilson Duo Soft,1/28/23 19:37,93.5,107,78.1,5295,-516.2,-9.9,20.4,33.6,37.36 yds,13,-18.6,-5.6,93.2,0,I7,73.5,-4.8,0,-11.3,6.6,0,0,0,0,0,0,0
PGX One Length,Wilson Duo Soft,1/28/23 19:37,124.3,133.3,93.7,6108.8,658,-0.2,24.5,46.6,18.3 ft,25.9,5.1,6.2,124.2,0,I7,74.4,-6.6,0,0.8,-7.4,0,0,0,0,0,0,0
PGX One Length,Wilson Duo Soft,1/28/23 19:37,83,106.4,93.7,1814.4,317.8,-4.4,7.3,10.5,29.28 yds,3.3,-4.2,10.1,82.2,0,I7,78.2,-7.4,0,-4.3,-3.1,0,0,0,0,0,0,0
PGX One Length,Wilson Duo Soft,1/28/23 19:37,84.4,88.2,73.8,9643.2,-757.7,-13.9,32.9,51.1,55.45 yds,22.2,-22.5,-4.5,84.3,0,I7,76,-6.6,0,-15,8.4,0,0,0,0,0,0,0
PGX One Length,Wilson Duo Soft,1/28/23 19:37,123.2,129.2,94,6893.1,250.6,-6.6,25,48,14.3 yds,27.1,-12.2,2.1,123.1,0,I7,75.6,-9,0,-6.6,-2.4,0,0,0,0,0,0,0
PGX One Length,Wilson Duo Soft,1/28/23 19:37,131.8,139.5,98.6,6697.2,39.2,-7.7,23.3,47.1,18.55 yds,27.9,-17.3,0.3,131.7,0,I7,77.9,-8.1,0,-8.1,0.1,0,0,0,0,0,0,0
PGX One Length,Wilson Duo Soft,1/28/23 19:37,105.1,114.5,83.2,6070.4,377.4,-1.9,29,47.2,20.67 yds,24.2,-1.2,3.6,105,0,I7,78,-5.5,0,-1.5,-3.9,0,0,0,0,0,0,0
PGX One Length,Wilson Duo Soft,1/28/23 19:37,95.2,104,77.9,7125.3,-441.1,-13.1,26.9,44.6,42.99 yds,19.3,-23.4,-3.5,95.1,0,I7,76.5,-8.8,0,-14.6,5.7,0,0,0,0,0,0,0
PGX One Length,Wilson Duo Soft,1/28/23 19:37,128.9,134.6,98.5,7376.2,534.1,-2.1,26.1,50.9,2.2 ft,31.4,-0.5,4.2,128.8,0,I7,78.3,-7.1,0,-1.5,-5.6,0,0,0,0,0,0,0
PGX One Length,Wilson Duo Soft,1/28/23 19:37,136.7,143,102.9,6844,911.4,-0.9,26.1,51.5,10.48 yds,34.3,6.5,7.7,136.7,0,I7,79.2,-9.3,0,0.3,-9.6,0,0,0,0,0,0,0
PGX One Length,Wilson Duo Soft,1/28/23 19:37,114.3,120.8,90,8122,-508.3,-5,26.3,49,20.59 yds,26.3,-13,-3.6,114.3,0,I7,72.5,0.1,0,-6.1,6.2,0,0,0,0,0,0,0
PGX One Length,Wilson Duo Soft,1/28/23 19:37,113.7,118.9,90.5,8469,119.1,0.1,28.1,50.5,16.3 yds,28.6,1,0.8,113.7,0,I7,75.6,-1,0,0.3,-1.3,0,0,0,0,0,0,0
